id,name,review_count,categories,subcate,rate,location,phone,latitude,longitude 
1047,Dorsey's Frame & Art Gallery,1,Galleries,Art Galleries,5.0,553 Rogers Ave,(718) 771-3803,40.6584,-73.953
1048,Rabbithole Projects,1,Galleries,Venues & Event Spaces,5.0,33 Washington St,(718) 852-1500,40.7034,-73.9894
1049,Flatiron Prow Art Space,1,Galleries,Art Galleries,5.0,175 Fifth Ave,(212) 594-4066,40.7413,-73.9895
1050,The OJ Gallery,24,Galleries,Art Galleries,5.0,249 E 57th St,(212) 754-0123,40.7596,-73.9656
1051,Carré d'artistes,3,Galleries,Art Galleries,4.0,241 Bleecker St,(646) 707-2633,40.7308,-74.0026
1052,NYC FRAMES,1,Galleries,Framing,5.0,1322 3rd Ave,(212) 535-1903,40.7722,-73.9591
1053,Anton Kern Gallery,2,Galleries,Art Galleries,4.5,16 East 55th St,(212) 367-9663,40.761,-73.974
1054,St.HROUDA,1,Galleries,Women's Clothing,5.0,227 5th Ave,,40.6756,-73.9809
1055,On Stellar Rays,5,Galleries,Art Galleries,5.0,1 Rivington St,(212) 598-3012,40.7214,-73.993
1056,The Living Gallery Outpost,2,Galleries,Art Galleries,5.0,246 East 4th St,(631) 377-1998,40.7231,-73.9824
1057,Tanya Bonkadar Gallery,4,Galleries,Art Galleries,4.0,521 W 21st,(212) 414-4144,40.7472,-74.0062
1058,Art House Productions,6,Galleries,Performing Arts,5.0,262 17th St,(201) 918-6019,40.7341,-74.0443
1059,Pace Gallery,4,Galleries,Art Galleries,4.0,32 E 57th St,(212) 421-3292,40.7619,-73.9721
1060,Susan Teller Gallery,1,Galleries,Art Galleries,5.0,568 Broadway,(212) 941-7335,40.7242,-73.9972
1061,The Betzalel Gallery,1,Galleries,Art Galleries,5.0,567 Empire Blvd,(718) 307-1005,40.6644,-73.9434
1062,Brooklyn Editions,9,Galleries,Printing Services,5.0,251 19th St,(718) 852-4617,40.6624,-73.9916
1063,Foley Gallery,1,Galleries,Art Galleries,4.0,59 Orchard St,(212) 244-9081,40.7166,-73.9911
1064,Cambridge Gallery,1,Galleries,Framing,5.0,239 9th Ave,(212) 493-5133,40.7476,-74.0007
1065,Studio 323 New York,1,Galleries,Art Galleries,5.0,323 E 108th St,(917) 656-1735,40.7915,-73.94
1066,Pioneer Works,20,Galleries,Art Galleries,4.0,159 Pioneer St,(718) 596-3001,40.6794,-74.0118
1067,Ricco Maresca Gallery,3,Galleries,Art Galleries,4.5,529 W 20th St,(212) 627-4819,40.7466,-74.0069
1068,Sanborn Studio,2,Galleries,Video/Film Production,5.0,299 Meserole St,(917) 727-1494,40.7089,-73.9359
1069,Vartouhi Pinkston,3,Galleries,Art Galleries,5.0,11 W 53rd,,40.7607,-73.9765
1070,Gallery Aferro,1,Galleries,Art Galleries,4.0,73 Market St,(646) 220-3772,40.7366,-74.1758
1071,Ronin Gallery,2,Galleries,Antiques,4.5,425 Madison Ave,(212) 688-0188,40.757,-73.9759
1072,Diego Salazar Art Studios & Gallery,1,Galleries,Art Galleries,5.0,21- 25 44th Ave,(718) 937-9077,40.7495,-73.9462
1073,Jack Shainman Gallery,1,Galleries,Art Galleries,4.0,524 West 24th St,(212) 337-3372,40.7488,-74.0051
1074,Brooklyn Art Library,7,Galleries,Libraries,4.5,28 Frost St,(718) 388-7941,40.7173,-73.951
1075,Parker's Box,3,Galleries,Art Galleries,4.0,193 Grand St,(718) 388-2882,40.7144,-73.9603
1076,Praxis,2,Galleries,Art Galleries,5.0,501 W 20th St,(212) 772-9478,40.7461,-74.0059
1077,Leila Heller Gallery,2,Galleries,Art Galleries,5.0,507 W 27th St,(212) 249-7695,40.7506,-74.0027
1078,Franklin Bowles Galleries,3,Galleries,Art Galleries,4.0,431 W Broadway,(212) 226-1616,40.7253,-74.001
1079,Black Gotham Experience,2,Galleries,Walking Tours,5.0,192 Front St,(347) 855-7456,40.7067,-74.0043
1080,Metropolitan Graphic Art Gallery,4,Galleries,Art Galleries,5.0,1504 2nd Ave,(212) 737-9703,40.7729,-73.9551
1081,Walter Wickiser Gallery,3,Galleries,Art Galleries,3.5,210 11th Ave,(212) 941-1817,40.7498,-74.0059
1082,Eastside Art Gallery,29,Galleries,Art Galleries,5.0,1239 1st Ave,(212) 327-2540,40.7645,-73.9586
1083,Cheim & Read,3,Galleries,Art Galleries,4.5,547 W 25th St,(212) 242-7727,40.75,-74.0051
1084,Frantiques Gallery,1,Galleries,Antiques,5.0,37 Carmine St,(917) 683-0808,40.7303,-74.0035
1085,Howard Greenberg Gallery,3,Galleries,Art Galleries,4.5,41 E 57th St,(212) 334-0010,40.7623,-73.9719
1086,Essie Green Galleries,1,Galleries,Art Galleries,5.0,419A Convent Ave,(212) 368-9635,40.8264,-73.9448
1087,Jojo Gallery,2,Galleries,Art Galleries,5.0,456 W Broadway,(212) 475-2787,40.7262,-74.0008
1088,Barataria Gallery,1,Galleries,Art Galleries,5.0,880 Atlantic Ave,(718) 675-4699,40.6812,-73.9657
1089,NuFrame Gallery,3,Galleries,Art Galleries,5.0,109 W 10th St,(646) 850-0164,40.7349,-73.9991
1090,Tambaran Gallery,2,Galleries,Art Galleries,5.0,5 E 82nd St,(212) 570-0655,40.7788,-73.9614
1091,303 Gallery,6,Galleries,Art Galleries,4.0,555 W 21st St,(212) 255-1121,40.7472,-74.0066
1092,C24 Gallery,2,Galleries,Art Galleries,5.0,560 W 24th St,(646) 416-6300,40.7492,-74.0061
1093,Kris Waldherr Art and Words,4,Galleries,Art Galleries,4.5,1501 Newkirk Ave,(347) 406-5811,40.6358,-73.9633
1094,212 Arts,2,Galleries,Art Galleries,4.0,523 E 12th St,(917) 565-8908,40.7288,-73.9801
1095,Eleventh Street Arts,1,Galleries,Performing Arts,5.0,46-06 11th St,,40.7463,-73.9507
1096,Richard Taittinger Gallery,4,Galleries,Art Galleries,4.0,154 Ludlow St,(212) 634-7154,40.7209,-73.9877
1097,Bateman June Gallery,1,Galleries,Art Galleries,5.0,1133 Broadway,(212) 925-7951,40.7436,-73.9892
1098,Evalyn Dunn's Gallery,4,Galleries,Art Galleries,5.0,549 South Ave W,(908) 232-0412,40.6479,-74.3516
1099,Richard Beavers Gallery,8,Galleries,Art Galleries,3.5,408 Marcus Garvey Blvd,(347) 663-8195,40.6827,-73.9347
1100,Marlborough Chelsea,5,Galleries,Art Galleries,5.0,545 W 25th St,(212) 463-8634,40.7496,-74.0044
1101,The Chimney,1,Galleries,Art Galleries,5.0,200 Morgan Ave,(917) 285-6749,40.711,-73.9338
1102,Fort Gansevoort,3,Galleries,Art Galleries,4.0,5 Ninth Ave,(917) 639-3113,40.7396,-74.0067
1103,Jane Lombard Gallery,1,Galleries,Art Galleries,4.0,518 W 19th St,(212) 967-8040,40.7455,-74.007
1104,Double 6 Studio,6,Galleries,Venues & Event Spaces,5.0,66 Green St,(347) 927-6682,40.7331,-73.9593
1105,Decor Art Gallery,23,Galleries,Art Galleries,4.5,222 3rd Ave,(212) 533-2311,40.7363,-73.9852
1106,PaintBox Soho,70,Galleries,Framing,4.5,105 Thompson St,(212) 226-1300,40.7257,-74.002
1107,SCOPE,2,Galleries,Art Galleries,4.5,312 W 33rd St,(212) 268-1522,40.7517,-73.9944
1108,Jane Kahan Gallery,2,Galleries,Art Galleries,5.0,922 Madison Ave,(212) 744-1490,40.7727,-73.965
1109,Cowles Charles Gallery,1,Galleries,Art Galleries,5.0,537 W 24th St,(212) 925-3500,40.7493,-74.0054
1110,World Trade Gallery,11,Galleries,Framing,4.5,120 Broadway,(212) 619-2030,40.7082,-74.0106
1111,Kempner Jim Fine Art,2,Galleries,Art Galleries,4.5,501 W 23rd St,(212) 206-6872,40.748,-74.0043
1112,Christie's,29,Galleries,Art Galleries,4.0,20 Rockefeller Plz,(212) 636-2000,40.7584,-73.9792
1113,Arash Gallery,1,Galleries,Art Galleries,5.0,1051 2nd Ave,(212) 759-4999,40.7583,-73.9662
1114,Medialia Gallery,1,Galleries,Art Galleries,5.0,335 W 38th St,(212) 971-0953,40.7555,-73.9932
1115,4W43,1,Galleries,Venues & Event Spaces,5.0,4 W 43rd St,(212) 997-0125,40.7544,-73.9812
1116,Deitch Projects,4,Galleries,Art Galleries,4.5,18 Wooster St,(212) 941-9475,40.7214,-74.0031
1117,Kate Werble Gallery,1,Galleries,Art Galleries,5.0,83 Vandam St,(212) 352-9700,40.7268,-74.0081
1118,Curious Matter,2,Galleries,Art Galleries,4.0,272 5th St,(201) 659-5771,40.725,-74.0459
1119,Jacobson's Art & Frame Gallery,4,Galleries,Art Galleries,4.0,2720 Ave U,(718) 332-5583,40.6,-73.944
1120,Jubilee Gallery,14,Galleries,Art Galleries,5.0,117 Henry St,(718) 596-1499,40.6971,-73.9929
1121,1st Art Gallery,9,Galleries,Art Galleries,3.5,244 5th Ave,(888) 417-8278,40.7446,-73.9877
1122,56 Henry,2,Galleries,Art Galleries,5.0,56 Henry St,(518) 966-2622,40.7127,-73.9952
1123,Park Avenue Art Gallery,3,Galleries,Art Galleries,5.0,439 Park Ave S,(212) 213-1645,40.7443,-73.983
1124,Lazy Susan Gallery,1,Galleries,Art Galleries,5.0,191 Henry St,(646) 736-2457,40.7137,-73.9878
1125,Tibet House US,30,Galleries,Museums,4.5,22 W 15th St,(212) 807-0563,40.7371,-73.9946
1126,Bose Pacia,1,Galleries,Art Galleries,5.0,163 Plymouth St,(212) 989-7074,40.7038,-73.9868
1127,Imelity Arte,2,Galleries,Commissioned Artists,5.0,"Miami Beach, FL 33139",(917) 862-5595,25.784,-80.1379
1128,Open Source Gallery,1,Galleries,Art Galleries,1.0,306 17th St,(646) 279-3969,40.6626,-73.9898
1129,Shop Studios,4,Galleries,Venues & Event Spaces,4.0,528 W 39th St,(212) 245-6154,40.7584,-73.9985
1130,Plaxall,2,Galleries,Art Galleries,4.5,5-25 46th Ave,(718) 786-6131,40.7473,-73.9543
1131,Valentine,3,Galleries,Art Galleries,4.5,581 Woodward Ave,(718) 381-2962,40.7065,-73.9082
1132,Chisholm Larsson Gallery,5,Galleries,Art Galleries,4.5,145 8th Ave,(212) 741-1703,40.742,-74.0013
1133,ESPO's Art World,2,Galleries,Art Galleries,5.0,72 4th Ave,(929) 295-0427,40.6825,-73.9799
1134,Nahmad Contemporary,1,Galleries,Art Galleries,5.0,980 Madison Ave,(646) 449-9118,40.7748,-73.9635
1135,Odetta Gallery,1,Galleries,Art Galleries,3.0,229 Cook St,,40.7036,-73.9337
1136,Benrubi Gallery,2,Galleries,Art Galleries,4.5,521 W 26th St,(212) 888-6007,40.7501,-74.0038
1137,Greene Naftali,3,Galleries,Art Galleries,5.0,508 W 26th St,(212) 463-7770,40.7498,-74.0038
1138,Quality Art & Framing,17,Galleries,Framing,4.5,909 2nd Ave,(212) 826-2693,40.754,-73.9694
1139,Arts Horizons,1,Galleries,Art Galleries,5.0,2785 Frederick Douglass Blvd,(212) 862-2787,40.8247,-73.9409
1140,Roma Art Gallery & Custom Framing,7,Galleries,Framing,5.0,1614 Third Ave,(212) 360-1236,40.7819,-73.952
1141,Merge Gallery,1,Galleries,Art Galleries,5.0,205 W 20th St,(212) 929-7505,40.7426,-73.9974
1142,Joshua Liner Gallery,6,Galleries,Art Galleries,4.0,540 W 28th St,(212) 244-7415,40.7524,-74.0041
1143,happylucky no 1,1,Galleries,Venues & Event Spaces,4.0,734 Nostrand Ave,(646) 623-0414,40.6735,-73.9504
1144,Galeria da Guerrilla Garden,1,Galleries,Art Galleries,5.0,210 East 116th St,,40.7975,-73.9395
1145,Leo Kesting Gallery,1,Galleries,Art Galleries,4.0,812 Washington St,(917) 650-3760,40.7391,-74.0082
1146,Visual Arts Gallery,2,Galleries,Art Galleries,5.0,601 W 26th St,(212) 592-2145,40.7516,-74.0066
1147,Shoestring Press,8,Galleries,Art Galleries,4.5,663 Classon Ave,(845) 702-5307,40.6776,-73.9588
1148,"The Ross Art Group, Inc.",6,Galleries,Art Galleries,5.0,532 Madison Ave,(212) 223-1525,40.7606,-73.9739
1149,Robert Blumenthal Gallery,1,Galleries,Art Galleries,5.0,1045 Madison Ave,(646) 852-6332,40.7766,-73.9616
1150,BrickHouse Ceramic Art Center,14,Galleries,Art Schools,5.0,10-34 44th Dr,(718) 784-4907,40.7484,-73.9504
1151,Chashama Gallery,1,Galleries,Art Galleries,4.0,411 W 37th St,(212) 391-8151,40.7556,-73.9954
1152,Jacob Lewis Gallery,2,Galleries,Art Galleries,4.0,521 W 26th St,(212) 643-6353,40.7501,-74.0038
1153,Perry Rubenstein Gallery,1,Galleries,Art Galleries,4.0,23 West St,(212) 627-8000,40.7097,-74.0146
1154,Yossi Milo Gallery,4,Galleries,Art Galleries,4.5,245 Tenth Ave,(212) 414-0370,40.7488,-74.0038
1155,Laurence Miller Gallery,1,Galleries,Art Galleries,5.0,20 W 57th St,(212) 397-3930,40.7634,-73.9754
1156,Natchie,2,Galleries,Art Galleries,5.0,141 Front St,(917) 557-8412,40.7025,-73.9874
1157,CPG Gallery,1,Galleries,Art Galleries,5.0,814 Richmond Ter,(917) 613-0024,40.6445,-74.0995
1158,Galerie Elysees,2,Galleries,Art Galleries,3.0,100 Central Park S,(212) 333-5600,40.7657,-73.9764
1159,Brooklyn Unplugged Tours + Graffiti Art,8,Galleries,Art Tours,5.0,33 Nassau Ave,(866) 431-5393,40.7231,-73.9531
1160,Phillips - Art Auction House & Gallery,4,Galleries,Art Galleries,4.0,450 Park Ave,(212) 940-1300,40.7614,-73.9712
1161,Gallery Blue,1,Galleries,Art Galleries,5.0,411 South 5th St,,40.7073,-73.9519
1162,Matthew Marks Gallery,3,Galleries,Art Galleries,4.5,522 West 22nd St,(212) 243-0200,40.7474,-74.0058
1163,Mary Boone Gallery,2,Galleries,Art Galleries,4.5,745 5th Ave,(212) 752-2929,40.7632,-73.9732
1164,Kaleidoscope Gallery,2,Galleries,Toy Stores,3.0,280 City Island Ave,(718) 885-3090,40.8466,-73.786
1165,Columbus Art Gallery,29,Galleries,Art Galleries,5.0,588 Columbus Ave,(212) 875-1678,40.7882,-73.9712
1166,The One Club for Creativity,1,Galleries,Art Galleries,5.0,450 W 31st St,(212) 979-1900,40.7522,-74.0
1167,Printed Matter Inc.,3,Galleries,Art Galleries,5.0,231 11th Ave,(212) 925-0325,40.7509,-74.0064
1168,Art Show at Hudson View Gardens,1,Galleries,Art Galleries,5.0,116 Pinehurst Ave 183rd St,(212) 923-7800,40.8531,-73.939
1169,Martin Lawrence Galleries,8,Galleries,Art Galleries,3.0,457 W Broadway,(212) 995-8865,40.7261,-74.0003
1170,Lohin Geduld Gallery,1,Galleries,Art Galleries,5.0,531 W 25th St,(212) 675-2656,40.7496,-74.0046
1171,Monya Rowe Gallery,1,Galleries,Art Galleries,4.0,224 West 30th St,(646) 234-8645,40.7488,-73.9938
1172,The Painting Center,1,Galleries,Art Galleries,4.0,547 W 27th St,(212) 343-1060,40.7513,-74.0043
1173,Danziger Gallery,2,Galleries,Art Galleries,4.5,95 Rivington St,(212) 629-6778,40.7199,-73.9887
1174,ChinaSquare Gallery,1,Galleries,Art Galleries,5.0,545 W 25th St,(212) 255-8886,40.7496,-74.0047
1175,Galleria On Third,36,Galleries,Art Galleries,4.5,529 3rd Ave,(212) 683-2886,40.7465,-73.9773
1176,Ivy Brown Gallery,1,Galleries,Venues & Event Spaces,5.0,675 Hudson St,(212) 925-1111,40.7403,-74.0054
1177,Rogue Space Chelsea,3,Galleries,Art Galleries,4.5,526 West 26th St,(212) 751-2210,40.7502,-74.0042
1178,Time Art Glass Center,1,Galleries,Glass & Mirrors,5.0,7217 Queens Blvd,(718) 639-2540,40.7398,-73.8909
1179,The Highline Loft,6,Galleries,Venues & Event Spaces,4.5,508 W 26th St,(917) 363-1034,40.7499,-74.0037
1180,Jonathan LeVine Projects,19,Galleries,Art Galleries,4.5,888 Newark Ave,(201) 763-6998,40.7365,-74.0688
1181,Jack's Art Gallery,45,Galleries,Framing,4.5,2855 Broadway,(212) 749-5554,40.8047,-73.9666
1182,Sams Art & Framing,32,Galleries,Framing,5.0,14318 45th Ave,(718) 445-3980,40.7538,-73.8181
1183,Arader Galleries,1,Galleries,Art Galleries,5.0,1016 Madison Ave,(212) 628-7625,40.776,-73.9627
1184,Smallhome,3,Galleries,Home Decor,5.0,87 Oak St,,40.7278,-73.9575
1185,New York Fine Art Gallery & Custom Framing,34,Galleries,Framing,5.0,1464 1st Ave,(212) 396-0275,40.7704,-73.9538
1186,Mmuseumm,7,Galleries,Museums,5.0,4 Cortlandt Aly,(888) 763-8839,40.7173,-74.0028
1187,Decor Art Gallery,59,Galleries,Art Galleries,5.0,555 3rd Ave,(212) 725-6787,40.7474,-73.9767
1188,LUMAS,9,Galleries,Art Galleries,3.5,474 W Broadway,(212) 219-9497,40.7267,-74.0004
1189,Geographicus Antique Maps,2,Galleries,Antiques,5.0,923 Putnam Ave,(646) 320-8650,40.6872,-73.9243
1190,Cambridge Gallery Corp,1,Galleries,Art Galleries,5.0,1426 Ave Of The Americas,(646) 850-4023,40.7652,-73.9763
1191,188 Galerie,4,Galleries,Art Galleries,4.0,188 Lafayette St,(800) 809-9880,40.7209,-73.9985
1192,Last Rites Tattoo Theatre,30,Galleries,Tattoo,4.5,325 W 38th St,(212) 529-0666,40.7553,-73.9928
1193,Lyle O Reitzel Gallery,4,Galleries,Art Galleries,5.0,139 Eldridge St,(646) 478-8055,40.7192,-73.9917
1194,Mascot Studio,13,Galleries,Art Galleries,5.0,122 W 26th St,(212) 228-9090,40.7451,-73.9926
1195,Alexander and Bonin,2,Galleries,Art Galleries,4.5,47 Walker St,(212) 367-7474,40.7189,-74.0037
1196,Marianne Boesky Gallery,1,Galleries,Art Galleries,5.0,507 W 24th St,(212) 680-9889,40.7487,-74.0042
1197,North of History,1,Galleries,Performing Arts,5.0,445 Columbus Ave,(646) 559-2929,40.7833,-73.9743
1198,Lyons Wier Gallery,1,Galleries,Art Galleries,4.0,542 W 24th St,(212) 242-6220,40.7491,-74.0058
1199,Succulent Studios,1,Galleries,Art Galleries,5.0,67 West St,(347) 689-2648,40.7286,-73.9591
1200,Anita Shapolsky Gallery,2,Galleries,Art Galleries,5.0,152 E 65th St,(212) 452-1094,40.7654,-73.9646
1201,The Rogues' Gallery,1,Galleries,Art Galleries,4.0,467 Palisade Ave,,40.7447,-74.0442
1202,Susan Inglett Gallery,2,Galleries,Art Galleries,4.0,522 W 24th St,(212) 647-9111,40.7488,-74.005
1203,Luhring Augustine Gallery,9,Galleries,Art Galleries,4.0,531 W 24th St,(212) 206-9100,40.7489,-74.005
1204,Hauser & Wirth,4,Galleries,Art Galleries,5.0,32 East 69th St,(212) 794-4970,40.7695,-73.9666
1205,Anderson Contemporary,2,Galleries,Art Galleries,5.0,180 Maiden Ln,(917) 575-5972,40.7053,-74.0055
1206,Brooklyn Collective,9,Galleries,Women's Clothing,4.5,212 Columbia St,(718) 596-6231,40.6849,-74.003
1207,Gladstone Gallery,6,Galleries,Art Galleries,4.0,515 W 24th St,(212) 206-9300,40.7489,-74.0047
1208,Arte Primitivo-Howard S Rose Gallery,1,Galleries,Art Galleries,5.0,3 E 65th St,(212) 570-6999,40.7677,-73.9693
1209,Art On The Terrace Gallery,2,Galleries,Art Galleries,5.0,776 Richmond Ter,(347) 850-0302,40.6446,-74.0981
1210,Delta Galleries,1,Galleries,Art Galleries,5.0,2049 Bartow Ave,(718) 671-8484,40.8697,-73.8282
1211,Wade Maxx Art & Framing,19,Galleries,Art Galleries,5.0,191 Columbus Ave,(212) 799-6771,40.7751,-73.9803
1212,80wse gallery,1,Galleries,Art Galleries,5.0,80 Washington Sq E,(212) 998-5747,40.73,-73.9962
1213,The Untitled Space,1,Galleries,Art Galleries,4.0,45 Lispenard St,(212) 780-0960,40.7198,-74.003
1214,Unix Gallery,4,Galleries,Art Galleries,4.5,532 W 24th St,(212) 209-1572,40.749,-74.0053
1215,The New York Gallery of Chinese Art,1,Galleries,Art Galleries,5.0,91A Allen St,(646) 639-0873,40.7185,-73.991
1216,Bernarducci Gallery,3,Galleries,Art Galleries,4.5,525 West 25th St,(212) 593-3757,40.7496,-74.0042
1217,Artifact Art Gallery,2,Galleries,Art Galleries,3.5,84 Orchard St,(212) 475-0448,40.7181,-73.9908
1218,Polizzi Fine Art,4,Galleries,Art Galleries,4.0,8315 3rd Ave,(718) 680-6777,40.6253,-74.0303
1219,George Billis Gallery,4,Galleries,Art Galleries,4.5,525 W 26th St,(212) 645-2621,40.7504,-74.0039
1220,Paul Vincent Studios,7,Galleries,Venues & Event Spaces,3.5,49 Harrison St,(973) 464-1893,40.7372,-74.0424
1221,Ceres Gallery,1,Galleries,Art Galleries,4.0,547 W 27th St,(212) 947-6100,40.7512,-74.0045
1222,Dorsky Gallery Curatorial Programs,3,Galleries,Art Galleries,3.0,1103 45th Ave,(718) 937-6317,40.7481,-73.9495
1223,Kim Foster Gallery,3,Galleries,Art Galleries,3.5,529 W 20th St,(212) 229-0044,40.7466,-74.0069
1224,White Columns,2,Galleries,Art Galleries,5.0,320 W 13th St,(212) 924-4212,40.7391,-74.0041
1225,Cooler Gallery,1,Galleries,Art Galleries,5.0,22 Waverly Ave,(718) 484-7260,40.6971,-73.9687
1226,Morrison Hotel Gallery,6,Galleries,Art Galleries,4.0,116 Prince St,(212) 941-8770,40.725,-73.9998
1227,Wallach Art Gallery @ Columbia University Lenfest Center,1,Galleries,Art Galleries,3.0,615 W 129th St,(212) 854-6800,40.8168,-73.9586
1228,Graphite,4,Galleries,Art Galleries,4.0,38 Marcy Ave,,40.7131,-73.9552
1229,Marian Goodman Gallery,2,Galleries,Art Galleries,2.5,24 W 57th St,(212) 977-7160,40.7635,-73.9755
1230,James Cohan Gallery,3,Galleries,Art Galleries,4.0,533 W 26th St,(212) 755-7171,40.7504,-74.0041
1231,Lasvit,2,Galleries,Art Galleries,5.0,51 Wooster St,(212) 219-3053,40.7228,-74.0025
1232,Mansion Gracie Gallery,1,Galleries,Art Galleries,5.0,407 E 6th St,(212) 505-9577,40.7264,-73.9856
1233,Elizabeth Dee Gallery,3,Galleries,Art Galleries,2.5,2033 /2037 Fifth Ave,(212) 924-7545,40.8068,-73.9417
1234,Andrew Edlin Gallery,2,Galleries,Art Galleries,3.5,212 Bowery,(212) 206-9723,40.7218,-73.9939
1235,BRIC Rotunda Gallery,1,Galleries,Art Galleries,5.0,33 Clinton St,(718) 683-5600,40.6952,-73.9918
1236,Bryce Wolkowitz Gallery,1,Galleries,Art Galleries,5.0,505 W 24th St,(212) 243-8830,40.7486,-74.0042
1237,Matin Fine Art,2,Galleries,Art Galleries,4.5,355 E 72nd St,(917) 592-7800,40.7683,-73.9569
1238,The Bertha and Karl Leubsdorf,1,Galleries,Art Galleries,5.0,68th St & Lexington Ave,(212) 772-4991,40.7678,-73.9642
1239,Half Gallery,3,Galleries,Art Galleries,4.0,208 Forsyth St,,40.7228,-73.9903
1240,Art Gate Gallery,1,Galleries,Art Galleries,5.0,520 W 27th St,(646) 455-0986,40.7505,-74.0036
1241,Ashione Gallery,2,Galleries,Art Galleries,2.5,120 West 25th St,(212) 229-0899,40.7445,-73.9928
1242,Pace Gallery,5,Galleries,Art Galleries,3.5,510 W 25th St,(212) 255-4044,40.7491,-74.004
1243,Babycastles Gallery,2,Galleries,Arcades,5.0,145 W 14th St,,40.7384,-73.9987
1244,Avant Garde LES,1,Galleries,Art Galleries,4.0,319 Grand St,(212) 334-5444,40.7171,-73.991
1245,Wally Findlay Galleries International,3,Galleries,Art Galleries,3.0,724 Fifth Ave,(212) 421-5390,40.7627,-73.9746
1246,The Bedford Stuyvesant Museum of African Art,1,Galleries,Cultural Center,5.0,1157 Bedford Ave,(646) 338-2748,40.6839,-73.9538
